Podcast Name,RSS URL,Site URL,Exclude
Masters in Business,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/4e4cd910-40a1-4619-a5f3-ae2b0012ffff/5873a3cb-298f-40bc-b71f-ae2b0013000d/podcast.rss,https://www.omnycontent.com,0
Odd Lots,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/8a94442e-5a74-4fa2-8b8d-ae27003a8d6b/982f5071-765c-403d-969d-ae27003a8d83/podcast.rss,https://www.omnycontent.com,0
Revisionist History,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/0e563f45-9d14-4ce8-8ef0-ae32006cd7e7/0d4cc74d-fff7-4b89-8818-ae32006cd7f0/podcast.rss,https://www.omnycontent.com,0
Against the Rules with Michael Lewis,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/f4e26994-3ddb-4ec7-b855-ae32006cd5de/ea4fae0c-3282-4cfd-b315-ae32006cd5ec/podcast.rss,https://www.omnycontent.com,0
The Fifth Column,https://api.substack.com/feed/podcast/815642.rss,https://api.substack.com,0
The Tony Kornheiser Show,https://feeds.megaphone.fm/the-tony-kornheiser-show,https://megaphone.fm,0
The Intelligence from The Economist,https://access.acast.com/rss/d556eb54-6160-4c85-95f4-47d9f5216c49,https://access.acast.com,0
Fantasy Football Happy Hour with Matthew Berry,https://feeds.simplecast.com/8PBMLPBg,https://simplecast.com,0
On with Kara Swisher,https://feeds.megaphone.fm/VMP1684715893,https://megaphone.fm,0
Song Exploder,https://feed.songexploder.net/SongExploder,https://feed.songexploder.net,0
FRONTLINE: Film Audio Track | PBS,https://feeds.feedburner.com/FrontlineAudiocastPbs,https://feeds.feedburner.com,0
the memory palace,http://feeds.thememorypalace.us/thememorypalace,https://feeds.thememorypalace.us,0
Benjamen Walker's Theory of Everything,https://feeds.feedburner.com/TOE,https://feeds.feedburner.com,0
The Citizen Stewart Show,https://feeds.megaphone.fm/LDI7859309966,https://megaphone.fm,0
Stratechery,https://rss.stratechery.passport.online/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,https://rss.stratechery.passport.online,0
Dithering,https://rss.dithering.passport.online/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,https://rss.dithering.passport.online,0
Sharp Tech with Ben Thompson,https://sharptech.fm/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,https://sharptech.fm,0
Sharp China with Sinocism’s Bill Bishop,https://sharpchina.fm/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,https://sharpchina.fm,0
Greatest Of All Talk (Stratechery Plus Edition),https://goat.passport.online/feed/podcast/6EynvegSpNaDpnt4DJsHzD,https://goat.passport.online,0
All the Hacks with Chris Hutchins,https://feeds.megaphone.fm/ATHLLC4474951365,https://megaphone.fm,0
"""The Cognitive Revolution"" | AI Builders, Researchers, and Live Player Analysis",https://feeds.megaphone.fm/RINTP3108857801,https://megaphone.fm,0
P1 with Matt and Tommy,https://feeds.acast.com/public/shows/63e24225436c36001119fc66,https://feeds.acast.com,0
The Coldest Case In Laramie,https://feeds.simplecast.com/wHqls8d1,https://simplecast.com,0
Acquired,https://feeds.transistor.fm/acquired,https://transistor.fm,0
Normal Gossip,https://publicfeeds.net/f/3492/feed-rss.xml,https://publicfeeds.net,0
The Urbanist Agenda,https://rss.art19.com/the-urbanist-agenda,https://rss.art19.com,0
Invest Like the Best with Patrick O'Shaughnessy,https://feeds.megaphone.fm/CLS2859450455,https://megaphone.fm,0
Wisdom of Crowds,https://api.substack.com/feed/podcast/52255.rss,https://api.substack.com,0
Spellcaster: The Fall of Sam Bankman-Fried,https://rss.art19.com/spellcaster,https://rss.art19.com,0
"80,000 Hours Podcast",https://feeds.transistor.fm/80000-hours-podcast,https://transistor.fm,0
Search Engine,https://feeds.megaphone.fm/search-engine,https://megaphone.fm,0
safe to eat,https://almartin82.github.io/safe-to-eat/feeds/podcast.xml,https://almartin82.github.io,0
Animal Spirits Podcast,https://feeds.megaphone.fm/TCP6464651487,https://megaphone.fm,0
"""Econ 102"" with Noah Smith and Erik Torenberg",https://feeds.megaphone.fm/econ102,https://megaphone.fm,0
The Adam Friedland Show Podcast,https://www.omnycontent.com/d/playlist/885ace83-027a-47ad-ad67-aca7002f1df8/ab07fc49-2efc-4de6-92bf-b2e3011e17e9/f377cab3-e9e0-4dc2-8356-b2e3011e1800/podcast.rss,https://www.omnycontent.com,0
The Recipe with Kenji and Deb,https://rss.pdrl.fm/cd4580/feed.therecipepodcast.com/,https://rss.pdrl.fm,0
The Ben & Marc Show,https://feeds.simplecast.com/mAT9rqvu,https://simplecast.com,0
The Axe Files with David Axelrod,https://feeds.megaphone.fm/WMHY9284588779,https://megaphone.fm,0
Uncanny Valley | WIRED,https://publicfeeds.net/f/5901/gadget-lab,https://publicfeeds.net,0
Radiolab,https://feeds.simplecast.com/EmVW7VGp,https://simplecast.com,0
The Layover,https://podcasts.watchnebula.com/thelayover/44ede2f43c9b47718cefc92a6a1719c8,https://podcasts.watchnebula.com,0
Money Stuff: The Podcast,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/ee4336cb-155f-4488-90e0-b1400134e40e/77e6a3a7-290d-4a82-8164-b14001353ef2/podcast.rss,https://www.omnycontent.com,0
Useful Idiots with Katie Halper and Aaron Maté,https://feeds.redcircle.com/7090379b-af2f-4972-a14d-b4041f474ee4,https://feeds.redcircle.com,0
On the Media,https://feeds.simplecast.com/o4jAFXaw,https://simplecast.com,0
Mixed Signals from Semafor Media,https://feeds.megaphone.fm/mixed-signals-semafor-media,https://megaphone.fm,0
Scene on Radio,https://feeds.sceneonradio.org/SceneOnRadio,https://feeds.sceneonradio.org,0
Shell Game,https://api.substack.com/feed/podcast/87225.rss,https://api.substack.com,0
The Kevin Rose Show,https://api.substack.com/feed/podcast/2776405.rss,https://api.substack.com,0
Stavvy's World,https://audioboom.com/channels/5135319.rss,https://audioboom.com,0
Hyperfixed,https://rss.pdrl.fm/d3cf31/feed.hyperfixedpod.com/,https://rss.pdrl.fm,0
Hard Fork,https://feeds.simplecast.com/l2i9YnTd,https://simplecast.com,0
The Ezra Klein Show,https://feeds.simplecast.com/82FI35Px,https://nytimes.com,0
The Trojan Horse Affair,https://feeds.simplecast.com/B9KgArY4,https://simplecast.com,0
Nice White Parents,https://feeds.simplecast.com/Z4wHC1c2,https://simplecast.com,0
Babbage from The Economist,https://feeds.acast.com/public/shows/e421d786-ec36-4148-aa99-7a3b2928a779,https://feeds.acast.com,0
The Severance Podcast with Ben Stiller & Adam Scott,https://feeds.megaphone.fm/severance-ben-adam,https://megaphone.fm,0
Asianometry,https://asianometry.passport.online/feed/podcast/MMs7xScDXhCnUAesQqB2Xa,https://asianometry.passport.online,0
a16z Podcast,https://feeds.simplecast.com/JGE3yC0V,https://simplecast.com,0
Heavyweight,https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/afbd76b8-eff2-442a-b938-b28e0126edad/d08826cd-f888-4cd3-b700-b28e0126edbb/podcast.rss,https://www.omnycontent.com,0
The Kevin Rose Show (private feed for substack@khamel.com),https://api.substack.com/feed/podcast/2776405/private/52581fbd-98ce-4590-9f97-cf43525156c4.rss,https://api.substack.com,0
Latent Space: The AI Engineer Podcast,https://rss.flightcast.com/vgnxzgiwwzwke85ym53fjnzu.xml,https://rss.flightcast.com,0
The Zach Lowe Show,https://feeds.megaphone.fm/zach-lowe,https://megaphone.fm,0
Lenny's Reads,https://api.substack.com/feed/podcast/10845/s/215368.rss,https://api.substack.com,0
The Daily Show: Ears Edition,https://feeds.megaphone.fm/QCD2422844292,https://megaphone.fm,0
Dear Hank & John,https://rss.art19.com/dear-hank-john,https://rss.art19.com,0
Lenny's Podcast: Product | Career | Growth,https://api.substack.com/feed/podcast/10845/private/bc48b913-6532-4b94-84e4-5ec754d742cb.rss,https://api.substack.com,0
Accidental Tech Podcast,https://cdn.atp.fm/rss/public?wtvryzdm,https://cdn.atp.fm,0
